calendar_date,julian_date,pot_ID,species,census,pendant_ID,table_ID,lightbulb_strength,factor,number_planted,number_germinated,soil_moisture
15/04/2021,105,1,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,2,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,3,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
15/04/2021,105,4,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,5,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
15/04/2021,105,6,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,7,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
15/04/2021,105,8,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
15/04/2021,105,9,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,8
15/04/2021,105,10,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,7
15/04/2021,105,11,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
15/04/2021,105,12,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
15/04/2021,105,13,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,3
15/04/2021,105,14,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,15,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
15/04/2021,105,16,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
15/04/2021,105,17,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,18,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,19,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
15/04/2021,105,20,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,21,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,7
15/04/2021,105,22,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,7
15/04/2021,105,23,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
15/04/2021,105,24,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,25,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,26,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
15/04/2021,105,27,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,7
15/04/2021,105,28,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,2
15/04/2021,105,29,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,30,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
15/04/2021,105,31,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
15/04/2021,105,32,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,33,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,34,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,6
15/04/2021,105,35,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,6
15/04/2021,105,36,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
15/04/2021,105,37,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,7
15/04/2021,105,38,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,39,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,3
15/04/2021,105,40,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,6
15/04/2021,105,41,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,42,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,6
15/04/2021,105,43,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,6
15/04/2021,105,44,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,5
15/04/2021,105,45,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,9
15/04/2021,105,46,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,4
15/04/2021,105,47,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,6
15/04/2021,105,48,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,3
15/04/2021,105,49,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
15/04/2021,105,50,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
15/04/2021,105,51,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
15/04/2021,105,52,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,7
15/04/2021,105,53,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,8
15/04/2021,105,54,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
15/04/2021,105,55,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,3
15/04/2021,105,56,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,7
15/04/2021,105,57,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,6
15/04/2021,105,58,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
15/04/2021,105,59,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,6
15/04/2021,105,60,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,7
15/04/2021,105,61,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,6
15/04/2021,105,62,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,3
15/04/2021,105,63,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
15/04/2021,105,64,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
15/04/2021,105,65,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,4
15/04/2021,105,66,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
15/04/2021,105,67,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,6
15/04/2021,105,68,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
15/04/2021,105,69,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,3
15/04/2021,105,70,Layia platyglossa,Greenhouse Temperature Experiment,15571,1,40,Low,40,0,5
15/04/2021,105,1,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,3
15/04/2021,105,2,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,2
15/04/2021,105,3,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,4,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,6
15/04/2021,105,5,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,4
15/04/2021,105,6,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,6
15/04/2021,105,7,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,4
15/04/2021,105,8,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,9,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,3
15/04/2021,105,10,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,11,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,6
15/04/2021,105,12,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,13,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,14,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,3
15/04/2021,105,15,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,6
15/04/2021,105,16,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,7
15/04/2021,105,17,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,18,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,2
15/04/2021,105,19,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,4
15/04/2021,105,20,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,6
15/04/2021,105,21,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,4
15/04/2021,105,22,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,23,Layia platyglossa,Greenhouse Temperature Experiment,15585,2,60,Medium,40,0,5
15/04/2021,105,24,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,6
15/04/2021,105,25,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,4
15/04/2021,105,26,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,7
15/04/2021,105,27,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,4
15/04/2021,105,28,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,6
15/04/2021,105,29,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,2
15/04/2021,105,30,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,4
15/04/2021,105,31,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,7
15/04/2021,105,32,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,6
15/04/2021,105,33,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,4
15/04/2021,105,34,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,4
15/04/2021,105,35,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,5
15/04/2021,105,36,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,5
15/04/2021,105,37,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,6
15/04/2021,105,38,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,6
15/04/2021,105,39,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,5
15/04/2021,105,40,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,4
15/04/2021,105,41,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,5
15/04/2021,105,42,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,7
15/04/2021,105,43,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,7
15/04/2021,105,44,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,5
15/04/2021,105,45,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,4
15/04/2021,105,46,Layia platyglossa,Greenhouse Temperature Experiment,15583,2,60,Medium,40,0,6
15/04/2021,105,47,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,5
15/04/2021,105,48,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,7
15/04/2021,105,49,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,4
15/04/2021,105,50,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,5
15/04/2021,105,51,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,4
15/04/2021,105,52,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,5
15/04/2021,105,53,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,7
15/04/2021,105,54,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,6
15/04/2021,105,55,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,6
15/04/2021,105,56,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,4
15/04/2021,105,57,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,5
15/04/2021,105,58,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,4
15/04/2021,105,59,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,4
15/04/2021,105,60,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,5
15/04/2021,105,61,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,3
15/04/2021,105,62,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,3
15/04/2021,105,63,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,2
15/04/2021,105,64,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,6
15/04/2021,105,65,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,4
15/04/2021,105,66,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,6
15/04/2021,105,67,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,6
15/04/2021,105,68,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,4
15/04/2021,105,69,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,7
15/04/2021,105,70,Layia platyglossa,Greenhouse Temperature Experiment,15593,2,60,Medium,40,0,7
15/04/2021,105,1,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,5
15/04/2021,105,2,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,3
15/04/2021,105,3,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,6
15/04/2021,105,4,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,6
15/04/2021,105,5,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,7
15/04/2021,105,6,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,4
15/04/2021,105,7,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,5
15/04/2021,105,8,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,5
15/04/2021,105,9,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,4
15/04/2021,105,10,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,5
15/04/2021,105,11,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,7
15/04/2021,105,12,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,4
15/04/2021,105,13,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,6
15/04/2021,105,14,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,6
15/04/2021,105,15,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,8
15/04/2021,105,16,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,4
15/04/2021,105,17,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,6
15/04/2021,105,18,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,6
15/04/2021,105,19,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,3
15/04/2021,105,20,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,2
15/04/2021,105,21,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,2
15/04/2021,105,22,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,5
15/04/2021,105,23,Layia platyglossa,Greenhouse Temperature Experiment,15573,3,100,High,40,0,6
15/04/2021,105,24,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,8
15/04/2021,105,25,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,5
15/04/2021,105,26,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,8
15/04/2021,105,27,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,3
15/04/2021,105,28,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,7
15/04/2021,105,29,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,6
15/04/2021,105,30,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,3
15/04/2021,105,31,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,8
15/04/2021,105,32,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,6
15/04/2021,105,33,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,5
15/04/2021,105,34,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,5
15/04/2021,105,35,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,4
15/04/2021,105,36,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,7
15/04/2021,105,37,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,8
15/04/2021,105,38,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,8
15/04/2021,105,39,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,6
15/04/2021,105,40,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,6
15/04/2021,105,41,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,3
15/04/2021,105,42,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,5
15/04/2021,105,43,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,5
15/04/2021,105,44,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,4
15/04/2021,105,45,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,7
15/04/2021,105,46,Layia platyglossa,Greenhouse Temperature Experiment,15566,3,100,High,40,0,4
15/04/2021,105,47,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,5
15/04/2021,105,48,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,6
15/04/2021,105,49,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,6
15/04/2021,105,50,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,8
15/04/2021,105,51,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,7
15/04/2021,105,52,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,4
15/04/2021,105,53,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,5
15/04/2021,105,54,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,8
15/04/2021,105,55,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,10
15/04/2021,105,56,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,7
15/04/2021,105,57,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,5
15/04/2021,105,58,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,8
15/04/2021,105,59,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,8
15/04/2021,105,60,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,6
15/04/2021,105,61,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,5
15/04/2021,105,62,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,8
15/04/2021,105,63,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,7
15/04/2021,105,64,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,4
15/04/2021,105,65,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,3
15/04/2021,105,66,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,6
15/04/2021,105,67,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,4
15/04/2021,105,68,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,8
15/04/2021,105,69,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,7
15/04/2021,105,70,Layia platyglossa,Greenhouse Temperature Experiment,15574,3,100,High,40,0,8
18/04/2021,108,1,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,2,2
18/04/2021,108,2,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
18/04/2021,108,3,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,7
18/04/2021,108,4,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
18/04/2021,108,5,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
18/04/2021,108,6,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
18/04/2021,108,7,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
18/04/2021,108,8,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,7
18/04/2021,108,9,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,7
18/04/2021,108,10,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,8
18/04/2021,108,11,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
18/04/2021,108,12,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,2
18/04/2021,108,13,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,2
18/04/2021,108,14,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
18/04/2021,108,15,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
18/04/2021,108,16,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,3
18/04/2021,108,17,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,5
18/04/2021,108,18,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,3
18/04/2021,108,19,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
18/04/2021,108,20,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,6
18/04/2021,108,21,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,3
18/04/2021,108,22,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,4
18/04/2021,108,23,Layia platyglossa,Greenhouse Temperature Experiment,15598,1,40,Low,40,0,2
18/04/2021,108,24,Layia platyglossa,Greenhouse Temperature Experiment,15575,1,40,Low,40,0,2
